INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('287126','melati','budi','2025-10-22'),
('582514','mawar','wawan','2023-10-30'),
('684276','teratai','kartika','2018-11-01'),
('972935','cempaka','lia','2021-09-24'),
('878463','bougenville','gita','2022-08-06'),
('979369','lily','utami','2020-04-25'),
('131387','bougenville','gita','2021-01-24'),
('252762','mawar','fajar','2021-06-17'),
('055451','melati','wawan','2019-11-08'),
('294852','cempaka','gita','2023-01-26'),
('891207','anggrek','wawan','2011-04-15'),
('610806','bougenville','wawan','2016-02-10'),
('467423','lily','vina','2014-02-26'),
('081883','lily','citra','2023-07-03'),
('078681','flamboyan','lia','2011-08-17'),
('040469','lily','rudi','2020-09-09'),
('424814','kenanga','gita','2017-06-11'),
('533024','flamboyan','wawan','2023-08-18'),
('709179','teratai','hendra','2025-01-26'),
('760124','anggrek','lia','2015-06-01'),
('423811','lily','kartika','2013-02-04'),
('465177','mawar','tono','2022-04-13'),
('761038','mawar','wawan','2014-07-02'),
('268027','mawar','gita','2014-03-18'),
('854262','bougenville','lia','2025-11-09'),
('279446','sakura','joko','2010-07-12'),
('111683','kenanga','joko','2010-07-17'),
('133326','melati','gita','2015-12-08'),
('960319','cempaka','rudi','2014-11-12'),
('345578','sakura','fajar','2015-03-16'),
('140212','teratai','utami','2020-05-02'),
('362451','lily','tono','2024-12-17'),
('504456','flamboyan','utami','2013-04-20'),
('439997','lily','indah','2015-03-15'),
('067309','cempaka','dewi','2020-11-29'),
('261602','sakura','budi','2023-07-12'),
('229588','cempaka','sari','2023-03-13'),
('056633','melati','rudi','2025-12-08'),
('691996','kenanga','budi','2021-04-26'),
('231181','teratai','utami','2025-08-23'),
('239619','cempaka','nanda','2025-10-29'),
('352427','kenanga','ayu','2021-08-12'),
('743985','lily','wawan','2024-05-02'),
('239987','kenanga','budi','2021-12-16'),
('329047','anggrek','fajar','2011-10-21'),
('792916','teratai','citra','2010-01-13'),
('871959','anggrek','hendra','2021-01-13'),
('481244','flamboyan','tono','2019-12-01'),
('277628','cempaka','mira','2012-04-15'),
('478953','sakura','indah','2014-12-21'),
('904773','anggrek','fajar','2010-11-29'),
('259545','lily','dewi','2013-11-20'),
('908022','cempaka','nanda','2021-12-19'),
('714754','melati','fajar','2024-05-01'),
('407083','anggrek','utami','2024-08-06'),
('804892','cempaka','fajar','2024-08-23'),
('057192','bougenville','citra','2020-01-09'),
('079312','mawar','indah','2024-09-29'),
('406450','sakura','vina','2022-02-06'),
('250234','lily','vina','2021-01-20'),
('655052','sakura','hendra','2010-09-26'),
('406806','sakura','nanda','2020-04-08'),
('728294','sakura','lia','2012-04-09'),
('227805','mawar','tono','2025-09-13'),
('863636','lily','ayu','2011-09-05'),
('809405','lily','mira','2010-11-17'),
('976672','sakura','gita','2010-11-02'),
('592428','anggrek','sari','2025-10-23'),
('685355','mawar','lia','2019-07-12'),
('370909','mawar','fajar','2011-07-18'),
('244067','lily','joko','2016-12-31'),
('264684','melati','dewi','2018-12-20'),
('003001','flamboyan','ayu','2011-01-17'),
('697064','sakura','citra','2018-07-19'),
('802321','teratai','indah','2014-10-19'),
('322738','teratai','budi','2011-12-16'),
('220111','kenanga','kartika','2014-09-15'),
('809002','sakura','kartika','2023-08-09'),
('796413','melati','lia','2019-02-17'),
('745023','cempaka','nanda','2021-08-16'),
('801589','teratai','lia','2011-07-25'),
('531013','lily','lia','2018-07-04'),
('256288','sakura','nanda','2015-08-02'),
('299366','lily','mira','2016-07-30'),
('453656','anggrek','utami','2023-10-02'),
('106405','flamboyan','indah','2022-06-12'),
('658182','sakura','lia','2019-10-23'),
('187142','melati','indah','2015-08-12'),
('426385','lily','wawan','2019-02-24'),
('421878','teratai','mira','2013-04-21'),
('553569','kenanga','lia','2024-12-03'),
('447098','cempaka','wawan','2015-10-23'),
('374352','cempaka','gita','2019-01-21'),
('639174','melati','tono','2013-06-26'),
('407909','teratai','eka','2014-04-12'),
('128766','cempaka','vina','2021-07-08'),
('013854','bougenville','hendra','2022-08-03'),
('820240','kenanga','sari','2011-07-17'),
('669147','cempaka','dewi','2011-04-23'),
('396002','anggrek','rudi','2015-11-03'),
('547201','melati','sari','2011-10-06'),
('153403','kenanga','fajar','2011-04-24'),
('608448','teratai','rudi','2022-01-28'),
('472231','flamboyan','rudi','2017-05-19'),
('720881','kenanga','wawan','2014-05-05'),
('427942','mawar','budi','2016-11-03'),
('989150','teratai','eka','2010-05-01'),
('885315','melati','fajar','2017-12-12'),
('027259','flamboyan','wawan','2017-01-27'),
('866625','flamboyan','mira','2014-07-10'),
('753340','lily','budi','2012-01-29'),
('114497','cempaka','fajar','2011-11-23'),
('011403','cempaka','joko','2011-10-14'),
('801793','teratai','ayu','2018-03-29'),
('332333','lily','indah','2022-04-05'),
('313474','bougenville','hendra','2015-07-13'),
('839011','sakura','ayu','2022-11-21'),
('693409','bougenville','tono','2021-04-20'),
('699232','bougenville','nanda','2016-08-18'),
('386167','melati','utami','2024-11-15'),
('622015','sakura','citra','2016-04-10'),
('245218','anggrek','lia','2019-10-02'),
('070694','kenanga','wawan','2018-06-16'),
('631203','flamboyan','hendra','2024-08-09'),
('708968','mawar','budi','2025-10-27'),
('631159','cempaka','ayu','2015-11-19'),
('373846','kenanga','hendra','2020-06-16'),
('508440','bougenville','nanda','2014-03-09'),
('358374','mawar','mira','2015-12-03'),
('960108','flamboyan','hendra','2013-04-02'),
('569762','kenanga','indah','2014-09-03'),
('466757','lily','joko','2013-07-15'),
('939236','teratai','fajar','2023-08-15'),
('338414','bougenville','mira','2010-06-27'),
('001191','melati','budi','2017-06-14'),
('298533','flamboyan','tono','2020-05-07'),
('933482','lily','mira','2018-09-12'),
('248148','lily','mira','2015-08-13'),
('369685','lily','mira','2016-12-16'),
('305931','melati','rudi','2011-08-03'),
('762087','mawar','joko','2012-09-20'),
('842295','anggrek','budi','2013-12-09'),
('077171','melati','hendra','2018-05-16'),
('994248','bougenville','citra','2022-04-02'),
('449742','lily','rudi','2012-04-02'),
('162468','cempaka','tono','2018-12-15'),
('088150','cempaka','utami','2017-08-11'),
('482236','mawar','indah','2013-12-07'),
('074568','bougenville','wawan','2016-06-05'),
('618478','sakura','vina','2011-02-06'),
('281392','bougenville','fajar','2019-07-30'),
('394228','bougenville','citra','2021-01-10'),
('190398','sakura','joko','2021-09-21'),
('738025','bougenville','kartika','2025-10-20'),
('040287','mawar','fajar','2015-11-04'),
('301553','melati','tono','2017-05-25'),
('065798','anggrek','nanda','2017-12-08'),
('317458','flamboyan','utami','2015-09-11'),
('974134','flamboyan','utami','2015-10-22'),
('526330','kenanga','kartika','2012-01-03'),
('028127','kenanga','budi','2015-03-03'),
('077115','melati','lia','2010-02-15'),
('715152','cempaka','tono','2012-02-15'),
('099182','sakura','kartika','2023-03-05'),
('294208','mawar','rudi','2017-01-17'),
('163364','bougenville','joko','2010-07-19'),
('231175','anggrek','indah','2018-03-06'),
('275080','bougenville','sari','2020-03-12'),
('183121','teratai','tono','2014-10-28'),
('092823','teratai','ayu','2019-04-23'),
('503821','bougenville','eka','2017-12-28'),
('585255','bougenville','utami','2023-07-09'),
('927516','anggrek','rudi','2017-06-20'),
('693915','anggrek','tono','2011-04-06'),
('470705','teratai','joko','2021-09-20'),
('593435','kenanga','rudi','2010-09-24'),
('092749','cempaka','tono','2010-05-12'),
('870293','lily','joko','2021-11-15'),
('638602','anggrek','gita','2014-04-17'),
('492923','mawar','budi','2022-02-02'),
('958836','bougenville','fajar','2012-01-26'),
('740764','anggrek','gita','2018-11-25'),
('598715','bougenville','eka','2016-08-31'),
('904426','sakura','wawan','2022-03-29'),
('837926','mawar','wawan','2016-11-30'),
('478070','teratai','sari','2010-07-12'),
('496875','teratai','ayu','2023-03-06'),
('392904','bougenville','vina','2014-07-10'),
('801917','cempaka','tono','2014-07-03'),
('704103','teratai','kartika','2016-08-31'),
('305641','melati','hendra','2021-07-04'),
('493203','bougenville','citra','2023-07-12'),
('715593','bougenville','gita','2021-02-03'),
('867891','mawar','fajar','2022-04-25'),
('960432','teratai','tono','2023-10-04'),
('068608','anggrek','eka','2018-12-20'),
('793391','flamboyan','vina','2010-07-07'),
('338279','teratai','utami','2014-10-03'),
('817627','bougenville','sari','2024-02-04'),
('254430','melati','gita','2015-10-28'),
('901429','melati','fajar','2022-09-18'),
('003734','bougenville','budi','2013-06-18'),
('502891','mawar','mira','2013-04-19'),
('251059','kenanga','eka','2016-07-30'),
('402002','mawar','utami','2013-12-27'),
('342182','flamboyan','citra','2020-12-16'),
('855156','anggrek','eka','2016-01-07'),
('463095','anggrek','eka','2019-09-20'),
('995711','teratai','eka','2010-05-23'),
('968682','kenanga','eka','2019-01-30'),
('418937','melati','ayu','2010-04-23'),
('270631','kenanga','lia','2025-12-29'),
('153773','teratai','kartika','2014-12-18'),
('391290','teratai','vina','2012-03-08'),
('900738','lily','eka','2020-11-17'),
('328461','sakura','dewi','2021-12-05'),
('576086','kenanga','citra','2010-01-23'),
('181830','lily','joko','2023-09-14'),
('691037','bougenville','indah','2017-07-14'),
('206932','bougenville','budi','2024-09-04'),
('438601','sakura','gita','2016-03-06'),
('176551','teratai','fajar','2019-03-18'),
('059985','mawar','gita','2025-09-28'),
('752583','mawar','joko','2016-05-05'),
('146030','mawar','lia','2023-07-19'),
('959560','sakura','hendra','2010-09-18'),
('450868','anggrek','eka','2024-03-30'),
('634882','melati','sari','2012-03-29'),
('182390','melati','wawan','2015-07-29'),
('376380','kenanga','utami','2024-11-03'),
('916772','kenanga','rudi','2010-02-04'),
('889763','sakura','eka','2017-06-14'),
('696690','melati','dewi','2025-04-09'),
('638982','lily','indah','2017-08-23'),
('766332','teratai','ayu','2010-09-01'),
('081173','sakura','hendra','2021-03-30'),
('676712','kenanga','rudi','2014-07-18'),
('808550','lily','lia','2023-11-14'),
('134020','teratai','citra','2024-01-05'),
('332483','kenanga','indah','2020-12-18'),
('925184','cempaka','budi','2020-04-27'),
('210103','flamboyan','nanda','2021-01-28'),
('765008','mawar','utami','2023-04-10'),
('742581','bougenville','vina','2022-12-23'),
('981321','anggrek','lia','2015-10-27'),
('455114','mawar','utami','2013-02-11'),
('424903','mawar','mira','2014-11-27'),
('511082','flamboyan','utami','2022-05-31'),
('337729','flamboyan','kartika','2024-11-02'),
('633371','cempaka','ayu','2018-11-14'),
('175241','cempaka','joko','2025-02-05'),
('360191','bougenville','budi','2023-01-29'),
('319368','bougenville','kartika','2025-09-22'),
('421089','teratai','rudi','2010-03-01'),
('076535','sakura','utami','2023-10-24'),
('853874','bougenville','dewi','2015-07-08'),
('193419','sakura','joko','2023-01-03'),
('552529','melati','lia','2014-01-20'),
('183310','bougenville','gita','2020-02-16'),
('831359','melati','rudi','2015-08-27'),
('906796','mawar','dewi','2022-11-26'),
('677355','teratai','hendra','2017-02-27'),
('058020','teratai','sari','2025-06-22'),
('016366','lily','fajar','2016-09-06'),
('816897','mawar','mira','2011-06-26'),
('585934','teratai','sari','2016-08-17'),
('989466','teratai','rudi','2014-11-07'),
('514454','lily','budi','2012-05-31'),
('138280','lily','sari','2020-10-28'),
('968019','melati','kartika','2021-08-17'),
('940074','kenanga','tono','2020-03-07'),
('300977','flamboyan','mira','2013-11-14'),
('426623','anggrek','fajar','2014-03-01'),
('613258','kenanga','sari','2018-04-20'),
('647013','mawar','lia','2010-02-09'),
('742314','cempaka','fajar','2014-06-14'),
('743646','mawar','gita','2013-09-21'),
('192339','kenanga','tono','2011-10-19'),
('927207','bougenville','eka','2010-04-27'),
('341820','cempaka','rudi','2025-08-13'),
('617412','bougenville','wawan','2013-01-19'),
('646347','lily','sari','2014-08-21'),
('794332','melati','joko','2017-02-03'),
('116112','kenanga','mira','2020-08-11'),
('379037','teratai','nanda','2019-09-16'),
('934489','melati','indah','2020-04-30'),
('130542','bougenville','joko','2025-08-06'),
('032937','bougenville','indah','2022-06-20'),
('119804','kenanga','kartika','2024-08-07'),
('393623','sakura','citra','2023-06-27'),
('706266','kenanga','citra','2024-11-26'),
('057100','kenanga','utami','2023-03-09'),
('493460','anggrek','dewi','2019-03-15'),
('652821','kenanga','fajar','2020-08-05'),
('397936','anggrek','dewi','2022-07-20'),
('887045','bougenville','utami','2011-01-08'),
('144242','melati','fajar','2012-07-23'),
('126888','lily','joko','2011-12-14'),
('393283','bougenville','nanda','2022-06-23'),
('953740','flamboyan','utami','2025-08-23'),
('757594','kenanga','dewi','2011-01-16'),
('002965','mawar','lia','2019-04-16'),
('625243','cempaka','dewi','2023-07-21'),
('024728','cempaka','kartika','2022-06-27'),
('143032','mawar','mira','2010-07-29'),
('173864','bougenville','budi','2023-10-27'),
('859643','sakura','tono','2020-02-17'),
('022109','lily','dewi','2022-11-13'),
('642533','flamboyan','citra','2023-06-06'),
('254419','lily','dewi','2024-01-26'),
('636326','anggrek','budi','2025-04-21'),
('682913','anggrek','dewi','2023-04-20'),
('758674','flamboyan','wawan','2018-02-26'),
('314333','cempaka','sari','2014-08-17'),
('482932','cempaka','tono','2024-07-23'),
('610834','lily','mira','2017-02-17'),
('247525','anggrek','ayu','2012-05-21'),
('889133','flamboyan','indah','2022-09-21'),
('236336','melati','fajar','2015-04-24'),
('404436','flamboyan','mira','2021-09-11'),
('007263','cempaka','fajar','2017-10-20'),
('707554','mawar','indah','2024-03-30'),
('343580','anggrek','sari','2022-04-21'),
('013305','cempaka','gita','2016-12-03'),
('278509','flamboyan','nanda','2023-01-20'),
('493278','bougenville','utami','2013-11-03'),
('793106','cempaka','dewi','2015-01-31'),
('212013','bougenville','budi','2014-06-15'),
('518944','sakura','fajar','2022-08-02'),
('940741','lily','mira','2023-07-11'),
('036557','teratai','vina','2014-10-06'),
('777839','kenanga','hendra','2012-05-15'),
('314291','kenanga','utami','2021-06-18'),
('020657','kenanga','indah','2023-10-14'),
('163696','teratai','indah','2017-11-09'),
('714352','bougenville','mira','2019-05-26'),
('228382','teratai','kartika','2011-12-03'),
('370879','kenanga','fajar','2020-08-28'),
('663434','melati','tono','2019-02-22'),
('260585','cempaka','budi','2017-08-31'),
('820795','melati','mira','2013-11-12'),
('529434','kenanga','hendra','2022-02-19'),
('526501','sakura','budi','2020-03-22'),
('466846','kenanga','gita','2015-05-18'),
('222093','kenanga','tono','2015-11-06'),
('868901','bougenville','mira','2010-06-22'),
('494600','flamboyan','fajar','2017-03-19'),
('558684','kenanga','tono','2022-09-23'),
('958967','bougenville','indah','2023-10-01'),
('259671','bougenville','tono','2016-11-30'),
('914035','melati','kartika','2022-08-01'),
('263954','flamboyan','kartika','2024-03-28'),
('924972','cempaka','budi','2011-10-05'),
('192543','teratai','budi','2014-03-29'),
('959674','sakura','fajar','2019-12-10'),
('326496','mawar','kartika','2014-04-25'),
('371045','anggrek','vina','2021-06-17'),
('449854','lily','wawan','2014-11-01'),
('611203','lily','utami','2015-02-25'),
('715745','melati','sari','2012-04-04'),
('344885','kenanga','indah','2017-09-22'),
('532484','flamboyan','dewi','2016-08-14'),
('863911','lily','ayu','2024-05-12'),
('564350','anggrek','rudi','2012-01-05'),
('304206','mawar','budi','2014-10-03'),
('449750','sakura','kartika','2023-07-15'),
('579870','cempaka','ayu','2015-11-26'),
('903282','flamboyan','tono','2020-02-14'),
