INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('406119','zahra','2012-05-06','L'),
('713633','putri','2015-04-08','P'),
('344510','bayu','2007-09-24','P'),
('052431','mira','2005-07-15','P'),
('044043','farah','2011-02-20','P'),
('440899','lia','2012-07-14','P'),
('688620','yoga','2013-05-26','L'),
('992692','indah','2014-04-18','P'),
('040041','sinta','2014-08-09','P'),
('814505','rudi','2005-12-27','P'),
('093266','wawan','2012-09-30','P'),
('769880','rudi','2007-10-29','L'),
('956297','wawan','2009-10-22','L'),
('473874','citra','2012-08-15','L'),
('324311','citra','2006-06-17','L'),
('341839','rizky','2014-08-18','L'),
('140835','lia','2015-02-01','L'),
('598129','farah','2008-01-07','P'),
('926185','bayu','2007-09-25','P'),
('582586','wawan','2012-02-28','L'),
('497453','nanda','2014-03-11','L'),
('926677','putri','2014-07-28','L'),
('223178','utami','2009-05-10','L'),
('385047','utami','2007-05-26','L'),
('970509','sinta','2012-12-26','L'),
('677103','tono','2009-12-25','P'),
('261794','joko','2012-06-06','P'),
('766026','utami','2012-07-25','L'),
('725836','zahra','2009-09-06','P'),
('440831','mira','2008-01-03','L'),
('559327','lia','2010-01-13','L'),
('607819','eka','2007-02-21','P'),
('603229','budi','2008-08-29','L'),
('602911','lutfi','2006-09-03','L'),
('940519','rina','2005-09-13','P'),
('461399','yoga','2012-06-15','P'),
('055690','rudi','2011-08-25','P'),
('605746','eka','2009-03-15','P'),
('475320','nanda','2009-07-22','L'),
('253848','sinta','2006-02-07','L'),
('222403','indah','2012-06-26','P'),
('703685','mira','2007-09-15','L'),
('827559','hendra','2010-03-11','L'),
('782362','joko','2007-05-05','L'),
('641930','sari','2009-03-08','P'),
('343832','gita','2005-04-18','L'),
('796393','eka','2005-06-25','L'),
('603371','zahra','2012-06-09','L'),
('573795','eka','2005-11-05','P'),
('952653','budi','2006-12-27','P'),
('447039','dewi','2010-04-03','P'),
('838499','eka','2009-12-15','L'),
('075760','nanda','2009-02-10','P'),
('113201','ayu','2014-10-18','P'),
('052030','farah','2009-08-10','L'),
('663087','budi','2009-07-14','L'),
('410657','putri','2014-01-08','L'),
('748271','joko','2011-10-17','P'),
('796992','citra','2011-07-29','P'),
('630348','kartika','2012-08-28','P'),
('125036','citra','2008-12-14','P'),
('360189','rizky','2015-05-26','L'),
('393997','ayu','2005-01-13','L'),
('380337','indah','2006-05-11','P'),
('615310','budi','2013-12-13','L'),
('653224','rizky','2009-01-02','P'),
('982459','mira','2011-12-08','P'),
('854645','sinta','2013-03-10','L'),
('347781','utami','2007-10-21','P'),
('593296','rina','2006-03-06','P'),
('548506','vina','2007-11-09','P'),
('753891','putri','2010-09-16','P'),
('011619','agus','2005-12-01','L'),
('047535','utami','2014-02-10','P'),
('564875','gita','2009-07-01','P'),
('938513','tono','2013-06-07','L'),
('817304','citra','2009-11-07','L'),
('514229','lia','2009-07-26','P'),
('484098','ayu','2011-02-13','P'),
('573155','tono','2005-06-24','P'),
('237094','fajar','2005-08-01','L'),
('055891','zahra','2006-11-24','P'),
('171509','tono','2015-08-29','P'),
('153429','joko','2010-04-22','L'),
('261332','eka','2010-07-11','L'),
('008811','vina','2010-03-29','P'),
('152376','bayu','2009-09-26','L'),
('914485','yoga','2009-03-07','L'),
('479189','joko','2008-06-27','L'),
('717021','fajar','2005-07-25','L'),
('261012','zahra','2013-12-11','P'),
('993255','yoga','2009-05-27','P'),
('053013','rizky','2011-07-16','L'),
('280480','mira','2010-06-09','L'),
('234503','rudi','2009-10-06','P'),
('689996','indah','2007-09-20','P'),
('295160','kartika','2008-02-09','L'),
('265807','hendra','2008-06-08','L'),
('056409','sari','2012-02-09','P'),
('969969','ayu','2012-09-02','P'),
('023689','citra','2009-02-14','P'),
('940646','utami','2011-05-30','P'),
('263136','vina','2010-08-23','L'),
('714423','rina','2007-03-08','L'),
('007194','wawan','2012-11-12','P'),
('284830','rizky','2012-05-21','L'),
('382441','zahra','2009-02-18','L'),
('533721','rina','2011-03-24','L'),
('041943','rina','2010-12-04','L'),
('665937','sinta','2014-02-06','L'),
('965790','indah','2015-07-20','P'),
('151780','indah','2010-08-14','L'),
('533574','budi','2013-07-02','L'),
('693808','nanda','2007-10-01','L'),
('639673','lia','2006-06-10','L'),
('413745','nanda','2007-05-20','L'),
('677901','vina','2014-11-04','P'),
('444281','yoga','2011-11-16','L'),
('135217','yoga','2011-12-28','P'),
('305526','hendra','2008-05-08','P'),
('930111','kartika','2011-11-08','L'),
('098339','nanda','2006-03-31','P'),
('232150','farah','2009-08-08','L'),
('396151','mira','2011-02-23','P'),
('381319','utami','2005-10-02','L'),
('828138','gita','2015-06-14','L'),
('068269','zahra','2012-04-07','P'),
('190029','joko','2012-01-19','L'),
('385697','sari','2015-11-15','L'),
('969490','rizky','2015-03-06','L'),
('240175','vina','2009-01-23','P'),
('438878','ayu','2009-03-16','L'),
('837055','lia','2015-03-26','P'),
('382691','yoga','2015-12-18','L'),
('468949','lutfi','2012-12-08','L'),
('774078','dewi','2009-09-08','L'),
('746047','yoga','2007-07-15','P'),
('682893','putri','2008-05-18','L'),
('655289','sinta','2013-07-13','P'),
('900029','yoga','2009-05-13','L'),
('289090','lia','2013-06-12','L'),
('956886','agus','2014-02-22','P'),
('425021','fajar','2015-04-08','P'),
('507476','lutfi','2013-04-02','P'),
('994214','wawan','2009-01-28','P'),
('529619','putri','2006-03-02','L'),
('086972','gita','2015-09-09','P'),
('614003','joko','2014-12-31','P'),
('466001','rudi','2012-10-19','L'),
('060406','tono','2006-08-28','P'),
('066694','vina','2013-03-31','P'),
('034196','tono','2008-07-12','P'),
('092008','rizky','2012-04-14','P'),
('220988','joko','2012-11-06','L'),
('047804','hendra','2006-04-23','P'),
('198397','lia','2007-06-22','L'),
('716040','wawan','2006-07-31','L'),
('061717','yoga','2006-11-16','P'),
('037979','joko','2009-09-09','P'),
('412682','vina','2011-05-19','P'),
('738079','dewi','2013-07-30','L'),
('517425','yoga','2007-06-18','L'),
('045869','rina','2012-10-03','L'),
('315144','tono','2009-10-18','L'),
('923396','joko','2009-11-05','L'),
('679713','zahra','2014-11-11','L'),
('464348','mira','2007-07-26','P'),
('605327','agus','2011-07-18','L'),
('770950','vina','2011-03-02','P'),
('372817','sinta','2013-06-19','L'),
('082788','vina','2006-12-15','L'),
('794396','ayu','2006-02-11','L'),
('333713','dewi','2012-11-13','L'),
('484870','lutfi','2012-09-10','L'),
('475246','dewi','2012-03-22','L'),
('400793','farah','2008-03-16','L'),
('290468','putri','2009-10-08','L'),
('548587','fajar','2013-12-26','P'),
('902957','indah','2009-01-04','L'),
('992463','wawan','2006-08-13','P'),
('781861','budi','2009-07-21','L'),
('553074','eka','2014-01-31','P'),
('425836','sari','2012-03-27','P'),
('769282','lia','2011-05-21','P'),
('960177','wawan','2012-03-16','P'),
('068247','nanda','2006-10-03','P'),
('135990','citra','2014-06-22','L'),
('047199','putri','2014-05-26','L'),
('049779','indah','2005-12-13','L'),
('143906','ayu','2009-03-26','L'),
('204551','lutfi','2012-10-14','P'),
('025421','eka','2015-03-15','L'),
('147136','farah','2015-07-22','P'),
('251547','vina','2013-07-29','P'),
('178190','citra','2009-09-14','L'),
('528706','rina','2005-04-18','L'),
('616916','tono','2005-08-26','L'),
('719684','rudi','2008-06-28','P'),
('401135','nanda','2007-04-26','P'),
('586359','dewi','2005-04-10','P'),
('227778','hendra','2011-11-06','L'),
('934665','vina','2009-05-26','P'),
('539336','bayu','2009-05-17','L'),
('170166','mira','2007-04-28','L'),
('137686','kartika','2010-10-19','L'),
('110696','indah','2012-01-08','P'),
('357996','sari','2005-10-22','P'),
('728369','dewi','2013-12-12','L'),
('289346','sinta','2005-07-01','P'),
('640186','eka','2009-09-17','L'),
('582853','ayu','2007-04-11','P'),
('008182','vina','2011-06-14','L'),
('919722','hendra','2015-12-16','L'),
('353632','lutfi','2014-08-03','P'),
('358216','indah','2005-04-11','P'),
('635432','kartika','2006-12-19','L'),
('111573','sinta','2014-10-11','L'),
('168340','indah','2008-01-24','P'),
('943933','rizky','2011-04-18','L'),
('380096','wawan','2014-03-15','P'),
('146298','sari','2011-02-18','P'),
('256122','rudi','2010-04-21','P'),
('763110','citra','2015-09-18','L'),
('532535','zahra','2009-03-02','P'),
('741430','vina','2014-05-17','L'),
('736964','citra','2007-07-27','P'),
('030209','sari','2010-02-01','L'),
('662184','kartika','2015-09-07','P'),
('941000','eka','2008-02-18','P'),
('447445','yoga','2009-01-28','P'),
('847496','wawan','2010-03-25','L'),
('571349','gita','2010-10-01','L'),
('373899','gita','2011-04-23','L'),
('699048','kartika','2014-04-14','P'),
('270906','joko','2008-12-17','L'),
('176110','kartika','2010-07-15','L'),
('822547','tono','2013-05-21','P'),
('941253','utami','2015-12-20','P'),
('629533','bayu','2011-07-01','P'),
('295351','rina','2005-03-12','L'),
('765524','kartika','2008-03-10','L'),
('938090','agus','2005-12-02','L'),
('604664','kartika','2012-05-15','P'),
('885410','vina','2011-09-13','P'),
('723847','eka','2011-11-16','L'),
('565724','vina','2010-03-18','L'),
('719133','lia','2006-12-02','L'),
('698196','tono','2007-11-29','L'),
('177811','ayu','2007-04-01','L'),
('173322','rina','2014-02-16','P'),
('918412','budi','2005-12-01','L'),
('236388','gita','2009-10-30','P'),
('382903','rina','2015-01-19','P'),
('162458','farah','2005-05-24','P'),
('208755','eka','2015-03-01','L'),
('591492','hendra','2014-04-27','P'),
('774138','lutfi','2013-03-06','L'),
('673745','mira','2005-08-28','L'),
('938246','yoga','2010-07-30','L'),
('964205','sinta','2015-12-03','P'),
('270710','budi','2012-02-04','L'),
('343698','zahra','2010-06-03','L'),
('744259','kartika','2007-10-12','P'),
('846923','kartika','2008-05-22','L'),
('930986','bayu','2013-01-15','P'),
('537975','dewi','2005-10-05','P'),
('955884','gita','2008-04-30','P'),
('969248','ayu','2015-04-29','L'),
('749980','putri','2013-09-30','P'),
('778042','hendra','2011-01-03','L'),
('457739','rizky','2013-01-30','P'),
('165139','gita','2014-11-06','P'),
('656833','lia','2015-03-23','L'),
('144305','yoga','2007-06-15','L'),
('900266','dewi','2007-11-17','P'),
('815371','yoga','2013-02-17','L'),
('298586','eka','2006-04-24','P'),
('102559','zahra','2005-04-01','P'),
('309196','rina','2014-08-26','P'),
('832680','lutfi','2007-10-01','P'),
('436873','tono','2008-06-19','P'),
('908123','sinta','2013-11-29','L'),
('808358','hendra','2014-10-27','P'),
('057468','ayu','2013-09-13','P'),
('410855','ayu','2010-05-28','L'),
('755472','indah','2015-12-30','P'),
('239385','putri','2005-08-31','P'),
('539419','tono','2008-07-29','P'),
('066932','eka','2012-10-28','P'),
('498778','ayu','2014-12-03','P'),
('769797','eka','2008-03-07','L'),
('481036','yoga','2014-09-30','L'),
('382403','mira','2009-11-29','P'),
('605054','indah','2015-06-24','L'),
('253321','lia','2010-05-08','P'),
('487002','indah','2008-02-09','P'),
('120712','budi','2007-03-24','P'),
('846392','indah','2008-08-22','L'),
('938502','dewi','2011-10-26','L'),
('717632','agus','2015-04-26','P'),
('362578','mira','2010-01-15','L'),
('872588','yoga','2005-05-12','P'),
('248885','nanda','2013-04-18','L'),
('187432','budi','2010-12-10','P'),
('166588','joko','2007-06-10','L'),
('005651','nanda','2008-06-01','P'),
('117940','lutfi','2006-07-14','L'),
('768905','kartika','2007-10-15','P'),
('872699','rina','2007-07-07','P'),
('019275','hendra','2008-08-28','L'),
('638643','rina','2013-08-09','P'),
('154345','sari','2014-12-01','P'),
('116558','nanda','2012-04-08','L'),
('836709','eka','2015-04-24','P'),
('429557','citra','2009-04-17','P'),
('382522','nanda','2007-08-18','L'),
('620664','indah','2007-05-24','L'),
('915045','utami','2006-04-11','P'),
('702807','rudi','2010-10-05','P'),
('300307','eka','2012-10-31','P'),
('214845','hendra','2013-03-19','L'),
('574234','yoga','2013-10-02','P'),
('199405','hendra','2009-10-25','L'),
('189364','mira','2006-11-26','L'),
('403588','zahra','2009-11-02','L'),
('977215','yoga','2012-04-01','P'),
('133249','mira','2011-09-27','L'),
('626034','citra','2008-12-31','L'),
('068411','yoga','2008-11-10','L'),
('748165','eka','2007-03-06','P'),
('501680','gita','2005-09-29','L'),
('857492','lia','2007-10-14','P'),
('244361','agus','2009-08-13','P'),
('269503','sari','2009-03-27','L'),
('230108','farah','2015-01-11','P'),
('694816','farah','2011-07-06','P'),
('996996','rina','2006-12-02','L'),
('727483','sinta','2006-09-30','L'),
('900919','citra','2011-03-01','L'),
('237397','rizky','2010-08-08','P'),
('456553','fajar','2010-09-13','P'),
('249854','utami','2014-11-25','P'),
('641507','rudi','2007-12-08','L'),
('957363','farah','2010-08-10','P'),
('554110','sari','2013-01-24','L'),
('905405','sari','2007-08-22','P'),
('490186','citra','2015-12-09','P'),
('048964','eka','2005-11-03','L'),
('044054','farah','2011-08-05','P'),
('816057','wawan','2007-08-03','P'),
('983836','gita','2009-08-16','L'),
('163213','hendra','2011-04-21','L'),
('584805','rizky','2011-09-08','L'),
('435499','zahra','2013-09-04','L'),
('049003','sari','2008-01-30','L'),
('606031','indah','2009-08-16','L'),
('047913','agus','2013-06-08','L'),
('764869','citra','2012-04-01','P'),
('587107','agus','2006-06-20','P'),
('272794','ayu','2013-02-12','P'),
('144727','agus','2013-12-19','P'),
('812595','rizky','2005-02-26','P'),
('809588','lia','2008-04-10','L'),
('745282','rizky','2008-03-12','L'),
('816935','indah','2010-07-13','L'),
('976602','farah','2009-06-10','P'),
('993172','joko','2010-12-01','P'),
('306351','kartika','2015-02-04','P'),
('675611','agus','2007-06-12','L'),
('454166','eka','2009-06-07','P'),
('373561','rina','2009-02-02','P'),
('211111','kartika','2014-08-05','P'),
('744423','yoga','2015-12-01','L'),
('282601','gita','2007-11-24','P'),
('514948','utami','2015-06-24','P'),
('421967','rizky','2007-06-15','P'),
('734895','ayu','2014-04-15','L'),
('443479','indah','2008-02-07','P'),
('642032','joko','2014-02-05','L'),
('879990','nanda','2010-10-08','L'),
('213599','putri','2010-12-02','P'),
('561346','eka','2010-05-28','P'),
('899677','lutfi','2012-12-24','P'),
('792706','kartika','2005-03-26','L'),
('129681','farah','2010-02-16','P'),
('051935','lutfi','2014-02-09','L'),
('274001','lutfi','2011-07-17','L'),
('758972','gita','2014-07-13','L'),
('884944','hendra','2008-07-09','L'),
('593496','budi','2008-12-05','P'),
('249604','budi','2015-07-28','L'),
('844482','lia','2012-12-18','L'),
('320831','yoga','2014-09-10','L'),
('182222','eka','2006-04-19','L'),
('472315','indah','2006-05-01','L'),
('897181','mira','2007-10-31','P'),
('236835','rina','2005-01-05','L'),
('423013','bayu','2012-09-11','L'),
('567050','mira','2015-11-04','P'),
('405251','zahra','2014-11-14','P'),
('696894','kartika','2005-02-17','P'),
('021916','bayu','2013-03-10','P'),
('579331','citra','2012-10-05','P'),
('146447','tono','2006-06-24','L'),
('145800','zahra','2013-03-08','P'),
('016496','hendra','2012-08-07','P'),
('033835','citra','2010-06-24','P'),
('477226','kartika','2010-07-30','L'),
('487839','utami','2014-01-29','L'),
('969249','farah','2014-11-01','L'),
('018747','yoga','2006-06-30','L'),
('317991','sinta','2006-01-10','P'),
('139992','hendra','2011-03-07','L'),
('236279','wawan','2012-08-13','P'),
('407837','bayu','2008-10-15','P'),
('321164','yoga','2014-11-02','L'),
('950481','nanda','2015-04-27','L'),
('792265','vina','2009-02-09','L'),
('493596','sari','2015-05-25','P'),
('705079','nanda','2012-01-12','P'),
('240463','lia','2014-08-06','P'),
('459726','sinta','2007-04-30','L'),
('129331','putri','2015-08-23','L'),
('728916','wawan','2009-05-19','L'),
('206038','rudi','2010-07-01','P'),
('473109','yoga','2006-07-04','P'),
('311252','hendra','2007-02-06','P'),
('395441','sari','2011-05-23','P'),
('702756','sari','2010-12-30','P'),
('547208','wawan','2011-11-19','L'),
('802700','ayu','2005-01-03','L'),
('014819','bayu','2015-02-06','P'),
('543216','tono','2008-10-11','P'),
('823567','nanda','2011-03-05','P'),
('437130','kartika','2015-12-20','L'),
('189518','farah','2010-07-12','P'),
('641868','farah','2009-02-25','L'),
('979534','yoga','2010-01-27','P'),
('146439','rudi','2013-02-10','P'),
('354277','zahra','2007-03-14','L'),
('625947','hendra','2007-05-21','P'),
('557663','hendra','2007-05-03','L'),
('016161','wawan','2010-04-16','L'),
('288841','budi','2014-11-28','L'),
('570493','utami','2012-05-28','L'),
('868865','citra','2009-03-18','P'),
('841032','lutfi','2007-01-22','L'),
