INSERT INTO wali_siswa (nik, nama_w, alamat_w,tanggal_w) VALUES
('6438381493222117','Joe Black','Asroz Mill','2114-02-18'),
('4177599757797793','Russell Buchanan','Niwe Grove','2112-09-02'),
('4307408430459969','Harold Page','Nonapa Boulevard','2120-02-07'),
('4501702912313466','Hettie Ballard','Garaf Avenue','2068-05-08'),
('8451884712798725','Carl Rodriquez','Kuvub Highway','2065-05-11'),
('9013811960890236','Henry Adams','Duzo Avenue','2048-12-13'),
('0824022552885322','Iva Robertson','Kaphin Square','2025-07-09'),
('6942345956610243','Hester Henderson','Awadu Lane','2060-09-23'),
('2431440087486363','Stella Hudson','Tocam Grove','2060-08-07'),
('1589339391801084','Ernest Mason','Momate Highway','2044-04-03'),
('7183826900944184','Shawn Fuller','Baza Avenue','2118-04-06'),
('9933421586735274','Miguel Guzman','Suwip Mill','2089-10-10'),
('3826311768589963','Hattie Lucas','Neih Court','2096-12-30'),
('5738648278618666','Rachel Shelton','Femin Avenue','2107-10-02'),
('7443846836097287','Hunter Cunningham','Cizir Lane','2049-02-20'),
('7559040677266466','Howard Hicks','Pucogi Boulevard','2096-04-28'),
('3686849941578959','Kevin Gibson','Mufwe Ridge','2098-06-20'),
('0541595468685217','Jared Stokes','Idfus Court','2094-01-27'),
('1491921023356626','Terry Perry','Wolmow Court','2084-01-22'),
('8474650934900019','Luis Erickson','Zakeni Avenue','2109-02-26'),
('5184327859847153','Helena Barnett','Reeto Heights','2047-04-26'),
('6071972297154468','Lottie Gross','Oniz Center','2101-12-19'),
('3725170177859008','Jeff Matthews','Uluag Park','2056-10-18'),
('4729597657168149','Noah Conner','Lujwa Park','2042-11-07'),
('0345274250100080','Bill Bryan','Ugtom Avenue','2041-07-18'),
('4183980272776426','Max Fisher','Azped Grove','2095-08-03'),
('5367906091029622','Gordon Silva','Fumuf Point','2116-04-29'),
('1035838431073179','Philip Hanson','Leiwu Grove','2117-05-01'),
('7095441704321737','Earl Hawkins','Hewiro Glen','2083-08-04'),
('2017718270406493','Michael Foster','Osife Plaza','2078-01-15'),
('3280655088904343','Jared Rodriguez','Dolis Circle','2099-09-05'),
('6464417513556485','Elmer Bradley','Ozcac Drive','2079-12-14'),
('2463280056234272','Mabelle Baldwin','Joele Drive','2064-09-15'),
('6031982745288589','Elva Hunt','Hudjol Park','2075-05-21'),
('8787853829474626','Billy Alvarez','Pukmo Square','2055-04-15'),
('9887596297898276','Blanche Berry','Egre Plaza','2090-08-20'),
('3089216069858369','Maude Marsh','Longe Avenue','2070-02-22'),
('5716858773208499','Angel Stanley','Obmo Grove','2091-12-20'),
('3856602897697638','Jayden Sparks','Rait Glen','2067-05-18'),
('9569130280741918','Georgie Pratt','Hiwwaj View','2048-02-12'),
('3877272927244053','Francis Greene','Bebmup Point','2035-09-03'),
('0621084621981321','Hunter Ballard','Unku Extension','2084-02-06'),
('3735755482091577','Dennis Benson','Juomo Plaza','2117-12-16'),
('8799633746784652','Georgia Santiago','Pewbip Path','2063-02-11'),
('9281233627660345','Harvey Rodriquez','Wevura Extension','2026-08-24'),
('3223697832341289','Helen Simpson','Vewfe Center','2065-06-29'),
('2975734183878530','Nancy Hubbard','Ibujim Court','2082-03-06'),
('5429846638786131','Warren Hudson','Pohur Court','2063-03-12'),
('7021845454501536','Myrtie Nichols','Tulsil Grove','2072-01-26'),
('8444383516278879','Dustin Hart','Diib Center','2073-04-20'),
('8914758706343851','Betty Simon','Nibi Mill','2061-02-15'),
('3159974759560315','Lester Reyes','Kokim Loop','2033-05-07'),
('8180646366484940','Jared Lee','Igeliv Boulevard','2065-04-30'),
('7497265322932098','Sam Gray','Gotufi Point','2109-01-28'),
('8794496986379965','Nora Flowers','Wegew Junction','2095-08-19'),
('6037860890548335','Jerry Frank','Busej Lane','2043-02-18'),
('1667959310929417','Rhoda Hughes','Zupbi Road','2117-12-07'),
('3748816027822980','Marvin Cain','Ceba Trail','2049-09-21'),
('3723739639325479','Verna Gilbert','Fidzoc Terrace','2098-10-18'),
('5177397496466598','Olive Gregory','Ujfen Square','2095-01-03'),
('1898768749694287','Eugene Holloway','Goncoc Highway','2053-12-04'),
('9590943369879249','Isaiah McKenzie','Hehwon Grove','2111-02-09'),
('2428791280024928','Dollie Cain','Huwdut Heights','2084-09-29'),
('1984995070530337','Olivia Mason','Luma Heights','2026-12-10'),
('9738066959601145','Adelaide George','Dare Center','2032-11-29'),
('2547636261478165','Maude Lyons','Wiriw Junction','2030-07-03'),
('3003071132684724','Janie Hunter','Moofi Trail','2031-06-25'),
('5396514099843358','Adele Lewis','Hufjih Parkway','2031-02-09'),
('1281977423883712','Rhoda Morgan','Kujka Turnpike','2060-04-25'),
('2510843284482658','Carolyn Terry','Ticsa Highway','2051-04-19'),
('2622870968146320','Barry Love','Loih Pass','2125-06-19'),
('4664227966550052','Christian Armstrong','Wonfoz Key','2028-06-19'),
('6530263553195300','Mittie Davis','Pozot Highway','2100-10-26'),
('6587642856547928','Mike Hughes','Ziwfap Point','2122-04-07'),
('9640873160554993','Carlos Guerrero','Ezgel Key','2102-08-05'),
('5988151614957425','Amy Roberts','Wuplu Place','2086-10-31'),
('7189065496547370','Mitchell Bowman','Dopnew Extension','2078-12-24'),
('5248104043302045','Nicholas Horton','Sivin Circle','2029-12-13'),
('8924364301290029','Amanda Welch','Duli Turnpike','2049-05-15'),
('8934160178379508','Emma Ramos','Saba Way','2052-12-25'),
('1763780621034744','Vincent Byrd','Vioh Terrace','2046-06-04'),
('6835226566968629','Randall Schwartz','Dafic River','2095-09-26'),
('8529856952219193','Christian Francis','Ligtil Point','2043-10-19'),
('6212959641574741','Annie Horton','Fahur Avenue','2045-11-01'),
('1962547396989712','Isabelle Olson','Pohe Drive','2087-12-09'),
('4439669730212811','Edna Butler','Veva Plaza','2031-03-04'),
('1526879701641830','Edna Floyd','Puvu Lane','2055-05-01'),
('2044571711482323','Bertie Cruz','Fatup Highway','2106-01-01'),
('8205068109159398','Rosie Long','Dinfew Point','2109-01-01'),
('2076033439182573','Eunice Lee','Jofzen Way','2097-08-25'),
('3339276996103171','Abbie Colon','Mujep Avenue','2085-01-01'),
('1998176914715045','Isaiah Leonard','Remdi Loop','2119-08-12'),
('5922780072012163','Logan Page','Iboher River','2108-06-26'),
('6118553893199370','Edward Holland','Madmon Plaza','2094-12-15'),
('2344342814897668','Fred Wise','Olto Glen','2092-10-14'),
('6075486911695303','Kathryn Love','Irigi Parkway','2096-04-03'),
('0548849253090397','Micheal Delgado','Joni Pass','2101-04-01'),
('3426305847225269','Virginia Stewart','Zujfe Drive','2069-01-25'),
('7695584999278075','Myrtie Moreno','Fohul Mill','2069-10-02'),
('8026731864473877','Maud Hayes','Mejtil Pass','2043-04-15'),
('7977263476593839','Ronnie Yates','Bocom Boulevard','2083-02-27'),
('6675676867472180','Roxie Castillo','Neknuc Pass','2044-02-24'),
('1711129142909919','Terry Fletcher','Dolul Lane','2124-06-13'),
('8692810294664779','Lulu Ford','Uzinok Terrace','2053-07-28'),
('8092190870166068','Eva Robbins','Sudgel View','2071-09-08'),
('7517151252388035','Delia Martinez','Kewe Lane','2073-04-09'),
('2796788802126363','Willie Cross','Cifo Place','2062-04-12'),
('5994940312816813','Ian Lopez','Gotvi Circle','2095-12-16'),
('5742234733040347','Eddie Ingram','Ceniw Turnpike','2033-12-06'),
('6786410009974442','Glenn Yates','Maju Pike','2120-07-29'),
('8099402449853356','Jayden Howell','Hebwit Place','2090-07-21'),
('5564072993769240','Myrtle Warner','Keznan Pike','2093-05-04'),
('0004289049364519','Mario Schneider','Kojeb Center','2078-02-04'),
('7686492132076262','Albert Burton','Doan Junction','2122-04-25'),
('7149136506412944','Caroline Rose','Noftav Turnpike','2115-10-07'),
('7760696072416431','Chester Lee','Vanar Ridge','2086-06-05'),
('1742719366351847','Lucille Holt','Ulvad Street','2100-05-13'),
('0389347295913042','Polly Wells','Hapi Park','2096-07-06'),
('4995849412681289','Leroy Martinez','Bipi Parkway','2063-10-03'),
('3431519682052327','Paul Day','Kosi Mill','2112-03-20'),
('3092500933211602','Timothy Lynch','Cufkac Grove','2056-04-19'),
('4887712227062204','Effie Hale','Zutfed Parkway','2031-12-27'),
('7540269933488567','Amelia Cobb','Ufsa Square','2039-09-03'),
('9437453588884650','Billy Silva','Olcu Heights','2047-01-13'),
('9437380022690336','Arthur Holt','Kiar Mill','2054-03-19'),
('7960152379041646','Mina Lyons','Ocke Street','2086-07-06'),
('1296579398456090','Alberta Richardson','Bume Path','2099-10-07'),
('3804471868843977','Caroline Glover','Mimsem Parkway','2091-07-08'),
('6251882417460531','Elmer Harvey','Vehcag Square','2092-09-14'),
('6730251651247335','Kenneth Vaughn','Pibif Extension','2101-12-27'),
('5885073748674301','Bertie Little','Nebup Street','2048-11-29'),
('8943216559280477','Eddie Kelley','Otugun Avenue','2125-09-09'),
('8031598292629056','Teresa McDaniel','Falur Grove','2118-02-23'),
('7713072231585711','Alta Ramirez','Nadva Terrace','2100-01-30'),
('6793729424710457','Adeline Chandler','Jaran Trail','2123-12-30'),
('6411472219958262','Josie Simmons','Bigo Square','2070-10-13'),
('0900191762665033','Isabelle Watts','Kocuze Key','2093-07-02'),
('0098995979464089','Ernest Munoz','Sibun Point','2028-08-31'),
('2687838267907525','Gabriel Myers','Figo Point','2062-12-13'),
('7931651778840352','Norman McGee','Gaba Mill','2113-08-08'),
('5961486809062896','Mittie Bryan','Homu Heights','2094-06-03'),
('1130768006440236','Marvin Wolfe','Zeggo Path','2031-12-30'),
('1947039938111265','Ollie Moran','Wamew Pass','2048-02-26'),
('3877610279785125','Victoria Cohen','Romis River','2029-07-09'),
('5944775592037938','Estella Johnson','Kokez Street','2029-08-23'),
('0215998605909702','Ronnie Allen','Fitdih Turnpike','2091-03-02'),
('1909550663888339','Cecelia Nelson','Aroso Plaza','2066-08-18'),
('1057583765730489','Dale Singleton','Akgal Heights','2109-03-01'),
('6450607778138383','Julian Walker','Igga Loop','2036-09-11'),
('4811536149579812','Jeremy Clayton','Lifka Glen','2110-03-08'),
('2593403775338762','Isabel Thornton','Dasop Grove','2047-07-14'),
('2946945500459448','Amanda Reynolds','Efarar Circle','2107-12-15'),
('7471411173795190','Elmer Stewart','Folor Trail','2083-02-20'),
('3380571241625474','Eric Chandler','Komka Junction','2121-11-21'),
('8928216723738702','Theodore Hughes','Wihej Loop','2124-11-05'),
('4002890377841710','Steven Carter','Cile Glen','2080-03-21'),
('1440540044455335','Cynthia McBride','Itapi Ridge','2053-05-12'),
('0182695075150146','Hunter Jones','Gauco Junction','2112-06-12'),
('0950595137105155','Dorothy Hawkins','Tede Turnpike','2069-07-28'),
('7492921190685556','Elva Chapman','Pihuda Parkway','2118-11-21'),
('7921911762415039','Mayme Valdez','Kawcih Pass','2076-01-16'),
('9642048718931217','Russell Scott','Mutfi Plaza','2087-02-04'),
('4160874193042628','Franklin Gomez','Gezitu Lane','2104-04-12'),
('4760803934900523','Jerry Robbins','Umse View','2083-06-04'),
('0988305385549935','Cynthia Stevens','Zadu Terrace','2097-08-10'),
('3411073837441666','Effie Sherman','Lagni Path','2087-03-05'),
('3902781467730699','Lula Rios','Upeca Turnpike','2069-08-04'),
('7203358796754428','Jonathan Newton','Gohup Pass','2082-09-09'),
('9460665525315258','Herman Burgess','Pitpap Turnpike','2062-03-06'),
('6168358489915756','Mittie Swanson','Hiiru Center','2115-07-12'),
('4493754390872484','Joe Owens','Fiwmi Way','2098-07-22'),
('2551649519915072','Russell Lindsey','Basdid Parkway','2031-08-14'),
('5391150359901042','Rosa Jefferson','Vakmiw Square','2067-10-16'),
('7422349415967709','Alberta Mitchell','Kirdop Court','2054-05-26'),
('9313698585765776','Roy Peterson','Hislo Boulevard','2033-06-12'),
('9171628168550594','Alejandro Grant','Azeto Lane','2055-07-11'),
('3224254997037301','Edgar Doyle','Butruc Way','2081-04-21'),
('9325584404728883','Bernard Wheeler','Idaka Ridge','2056-08-11'),
('0542891756127532','Martha Ramos','Cijbo Turnpike','2088-01-03'),
('4711922771760867','Louisa Wallace','Sufje Trail','2084-05-15'),
('1706591820559649','Joseph Fisher','Fuwis Place','2061-01-29'),
('3240663060244955','Lida Briggs','Azosaf Boulevard','2100-08-08'),
('6246413686160282','Cynthia Schultz','Olbe Loop','2120-06-04'),
('9426707233015048','Dennis Caldwell','Goso Way','2038-12-28'),
('2434808896612152','Alice Bell','Todir Path','2084-09-29'),
('7217622972113280','Earl Peters','Homnu Avenue','2081-12-28'),
('9436501854705841','Alma Lawrence','Bauj Plaza','2112-04-23'),
('2852318156839264','Lillie White','Pivruw Avenue','2094-11-18'),
('8937895703993764','Linnie Riley','Naner Point','2068-04-29'),
('7502999610050457','Sara Lopez','Kenufu Drive','2103-07-19'),
('5802282095632911','Patrick Fowler','Eftu Point','2108-12-14'),
('3427990820330356','Elva Pope','Lafdep Grove','2117-03-05'),
('1463812476602304','Delia James','Nejhe Circle','2031-10-19'),
('0309334244626025','Jackson Blake','Suble Drive','2083-07-24'),
('8808107228532856','Rebecca Bowers','Havlu Lane','2054-11-13'),
('8816900093030791','Elmer McCormick','Arouh View','2123-06-15'),
('2410708654841172','Micheal Roberts','Meron Lane','2074-04-13'),
('6518257557580539','Brian Norton','Juida Center','2043-01-30'),
('3546846849811970','Roger Edwards','Citi Way','2094-02-23'),
('7276511386731591','Charles Herrera','Micvu Mill','2089-07-12'),
('0841611015904959','Shane Pierce','Gefzur Mill','2038-09-29'),
('1692927412435595','Joshua Waters','Caza View','2042-06-21'),
('4689856081634545','Ann Sandoval','Neki Center','2120-04-01'),
('8608261119719942','Luella McKenzie','Ototim Place','2120-06-04'),
('3300871197080433','Rosalie Ferguson','Ipabuc Plaza','2026-09-12'),
('2730206174941930','Cecilia Salazar','Kicur View','2065-01-19'),
('3854972054231054','Ethel Abbott','Batu Key','2101-04-06'),
('9311089504423664','Evan Jordan','Dobgo Lane','2081-02-26'),
('3362660248410600','Eula Floyd','Haji Point','2068-12-16'),
('8413267100210896','Loretta Swanson','Madur Mill','2047-08-24'),
('1995367464536600','Austin Walker','Geve Lane','2075-12-22'),
('5647458264656250','Michael Maxwell','Tedom Road','2028-07-31'),
('6449885374472620','Clara Henderson','Vejlo Ridge','2036-04-12'),
('4487070027147294','Derrick Patrick','Dipheg Way','2100-05-09'),
('3573234010115190','Gene Harrington','Dabo Center','2062-03-28'),
('4079349426092798','Evan Harris','Foroz Terrace','2065-03-05'),
('9606079770490562','Travis Gross','Obebo Grove','2046-07-19'),
('7516107748586307','Floyd Harper','Cawbi Pass','2098-10-30'),
('5851505378451615','Lily Garza','Gofmig Drive','2101-12-14'),
('9862371011544561','Shane Snyder','Otete Square','2102-02-07'),
('8732986138571875','Lucy Summers','Vimwah Trail','2063-06-17'),
('4922454064874362','Sara Taylor','Siiv View','2079-07-24'),
('8742026443157954','Craig McGuire','Obuher Park','2058-05-23'),
('4755255938936465','Dollie Valdez','Detlil Center','2103-06-05'),
('9211978831837211','Jesse Townsend','Feji Avenue','2065-11-17'),
('4305466240230258','Ricky Green','Wiztef Drive','2104-03-28'),
('8852182217042994','Nettie Evans','Larivu Avenue','2027-11-03'),
('7952586582543948','Mina Howell','Kehol Turnpike','2034-07-16'),
('0733280488169445','Nettie Medina','Kuldi River','2104-09-25'),
('5438018352482952','Ryan Martin','Evnum Highway','2122-10-03'),
('3855695921910893','Sam Holmes','Hepu Boulevard','2100-03-26'),
('1863271695493236','Gavin Gilbert','Zawus Court','2123-01-20'),
('3108329910951940','Hannah Knight','Aslub Heights','2026-03-08'),
('9293841440532805','Barry Watts','Ipoli Pike','2057-11-05'),
('4756509422188511','Cory Hanson','Uplug Drive','2070-03-07'),
('2328201886446718','Eunice Cohen','Cudlod Boulevard','2048-08-05'),
('1980480637102692','Cecelia Warren','Caib Turnpike','2084-04-13'),
('5756559172734362','Donald Waters','Jaka Point','2086-09-03'),
('9561536275132581','Clayton Baldwin','Upupu River','2057-02-05'),
('0915002463438281','Virginia Hammond','Ciiju Square','2086-09-03'),
('4819993056840983','Maud Barnett','Adaoze Key','2052-06-15'),
('5344101794889827','Josephine James','Siwcil Terrace','2104-04-16'),
('6344396721840352','Lloyd Barrett','Hikba Circle','2062-11-04'),
('9485918826334684','Katie Vaughn','Acacaz Park','2105-10-13'),
('5864166716035220','Carolyn Watson','Rivo Path','2115-04-13'),
('8249975032957249','Martin Bates','Bezpu Trail','2061-11-26'),
('4712211966774469','Emma Reid','Agfu Drive','2035-06-28'),
('1667750951735663','Dale Hawkins','Zugec Turnpike','2116-03-18'),
('7812356526404129','Lloyd Chapman','Omeceg Grove','2116-08-11'),
('2518561525970073','Lillian Goodwin','Zavbo Grove','2103-05-18'),
('8223913141648753','Henry Ramirez','Derut Pike','2107-07-11'),
('3071039696947894','Lelia George','Fapufo Point','2037-04-27'),
('0378978150983949','Francis Morrison','Wojuh Key','2082-02-26'),
('8109238819368751','Mattie Saunders','Cicfar Highway','2069-11-07'),
('6381164169308154','Jimmy Murphy','Tuji Pass','2092-08-14'),
('8813813004673365','Steven Hill','Cupoha Street','2082-09-09'),
('2929926344876219','Ricardo Wilkins','Jobzu Junction','2046-05-18'),
('3366925906842547','Arthur Lucas','Hili Way','2108-02-25'),
('7446593240428557','Amy Wilson','Heot Manor','2073-09-06'),
('8208393195246429','Nannie Houston','Gave Turnpike','2064-06-04'),
('0370386895814004','Hettie Morton','Haom Mill','2080-03-09'),
('9675147558720652','Hannah Simon','Moedi Circle','2120-12-21'),
